7c0537,2024-09-28 18:06:15,OPEN,fup,,
8f597b,2024-09-28 18:06:43,SELF,fup,fila,10
351910,2024-09-28 18:06:47,SELF,fup,fila,1
22b8be,2024-09-28 18:11:42,SELF,fup,fila,10
a3ae2f,2024-09-28 18:12:01,SELF,fup,fila,1
c526ec,2024-09-28 18:12:03,SELF,fup,cartas,10
5f6be3,2024-09-28 18:12:04,SELF,fup,fila,10
62938a,2024-09-28 18:12:33,SELF,fup,cartas,7
a1d17a,2024-09-28 18:12:37,SELF,fup,fila,1
41e07d,2024-09-28 18:12:47,SELF,fup,fila,0
fafe6c,2024-09-28 18:17:38,TEST,fup,maximo,0%
9a7f9c,2024-09-28 18:17:46,TEST,fup,maximo,0%
9fdd94,2024-09-28 18:17:48,SELF,fup,maximo,10
84eeac,2024-09-28 18:17:49,SELF,fup,chaves,10
7dc0d9,2024-09-28 18:17:50,SELF,fup,chute,10
ddb0e7,2024-09-28 18:17:50,SELF,fup,maior,10
e74138,2024-09-28 18:17:52,SELF,fup,taxi,10
162444,2024-09-28 18:17:52,SELF,fup,zerinho,10
1e0539,2024-09-28 18:19:51,SELF,fup,maximo,9
ca3b01,2024-09-28 18:19:51,SELF,fup,maximo,8
52133f,2024-09-28 18:19:51,SELF,fup,maximo,7
1715be,2024-09-28 18:19:51,SELF,fup,maximo,6
45e0fe,2024-09-28 18:19:52,SELF,fup,maximo,5
445f21,2024-09-28 18:19:52,SELF,fup,maximo,4
de3187,2024-09-28 18:19:52,SELF,fup,maximo,3
594031,2024-09-28 18:19:52,SELF,fup,maximo,2
d801e8,2024-09-28 18:19:52,SELF,fup,maximo,1
12a2cf,2024-09-28 18:19:52,SELF,fup,maximo,0
6d9c52,2024-09-28 18:19:54,SELF,fup,chaves,9
6f5685,2024-09-28 18:19:54,SELF,fup,chaves,8
7dd1af,2024-09-28 18:19:54,SELF,fup,chaves,7
7c5352,2024-09-28 18:19:54,SELF,fup,chaves,6
6663dc,2024-09-28 18:19:54,SELF,fup,chaves,5
75b012,2024-09-28 18:19:54,SELF,fup,chaves,4
8765e1,2024-09-28 18:19:55,SELF,fup,chaves,3
08f412,2024-09-28 18:19:55,SELF,fup,chaves,2
0915f8,2024-09-28 18:19:55,SELF,fup,chaves,1
be3ad4,2024-09-28 18:19:55,SELF,fup,chaves,0
7e551d,2024-09-28 18:19:56,SELF,fup,chute,9
2619a8,2024-09-28 18:19:56,SELF,fup,chute,8
e3aa21,2024-09-28 18:19:56,SELF,fup,chute,7
ef2f4b,2024-09-28 18:19:56,SELF,fup,chute,6
1caa6c,2024-09-28 18:19:57,SELF,fup,chute,5
233636,2024-09-28 18:19:57,SELF,fup,chute,4
468920,2024-09-28 18:19:57,SELF,fup,chute,3
60e943,2024-09-28 18:19:57,SELF,fup,chute,2
748edb,2024-09-28 18:19:58,SELF,fup,chute,1
bdf55f,2024-09-28 18:19:59,SELF,fup,chute,0
54761b,2024-09-28 18:19:59,SELF,fup,maior,9
8a7c60,2024-09-28 18:19:59,SELF,fup,maior,8
b90f9b,2024-09-28 18:19:59,SELF,fup,maior,7
8145a6,2024-09-28 18:20:00,SELF,fup,maior,6
54a734,2024-09-28 18:20:00,SELF,fup,maior,5
e5dc56,2024-09-28 18:20:00,SELF,fup,maior,4
87e906,2024-09-28 18:20:00,SELF,fup,maior,3
e39996,2024-09-28 18:20:00,SELF,fup,maior,2
445068,2024-09-28 18:20:00,SELF,fup,maior,1
7b6220,2024-09-28 18:20:01,SELF,fup,maior,0
641e4f,2024-09-28 18:20:02,SELF,fup,zerinho,9
01daf1,2024-09-28 18:20:02,SELF,fup,zerinho,8
c1d1ef,2024-09-28 18:20:03,SELF,fup,zerinho,7
9f357c,2024-09-28 18:20:03,SELF,fup,zerinho,6
ccdc26,2024-09-28 18:20:03,SELF,fup,zerinho,5
d2aa98,2024-09-28 18:20:03,SELF,fup,zerinho,4
66c476,2024-09-28 18:20:03,SELF,fup,zerinho,3
9261a3,2024-09-28 18:20:03,SELF,fup,zerinho,2
bb5594,2024-09-28 18:20:04,SELF,fup,zerinho,1
594ba1,2024-09-28 18:20:04,SELF,fup,zerinho,0
94fc76,2024-09-28 18:20:05,SELF,fup,taxi,9
8c646d,2024-09-28 18:20:05,SELF,fup,taxi,8
0e3560,2024-09-28 18:20:05,SELF,fup,taxi,7
70619e,2024-09-28 18:20:05,SELF,fup,taxi,6
a21ef8,2024-09-28 18:20:06,SELF,fup,taxi,5
2621b7,2024-09-28 18:20:06,SELF,fup,taxi,4
7edc04,2024-09-28 18:20:06,SELF,fup,taxi,3
c0befa,2024-09-28 18:20:06,SELF,fup,taxi,2
3feef4,2024-09-28 18:20:06,SELF,fup,taxi,1
776997,2024-09-28 18:20:07,SELF,fup,taxi,0
69703c,2024-09-28 18:20:11,TEST,fup,impedido,100%
290956,2024-09-28 18:20:15,TEST,fup,morangos,100%
83138f,2024-09-28 18:25:03,TEST,fup,maximo,100%
de4abb,2024-09-28 18:25:07,SELF,fup,maximo,10
dcb498,2024-09-28 18:27:52,TEST,fup,chaves,100%
ea4cfc,2024-09-28 18:27:55,SELF,fup,chaves,10
563b8a,2024-09-28 18:31:50,TEST,fup,chute,50%
9264ec,2024-09-28 18:32:26,TEST,fup,chute,0%
b9e647,2024-09-28 18:32:29,TEST,fup,chute,50%
b0fd1a,2024-09-28 18:33:08,TEST,fup,chute,50%
b4721e,2024-09-28 18:33:11,TEST,fup,chute,50%
8f1a62,2024-09-28 18:33:11,TEST,fup,chute,50%
e1f675,2024-09-28 18:33:49,TEST,fup,chute,50%
d0a10d,2024-09-28 18:33:50,TEST,fup,chute,50%
534c42,2024-09-28 18:33:52,TEST,fup,chute,50%
61f22f,2024-09-28 18:34:00,TEST,fup,chute,50%
a47ce7,2024-09-28 18:38:28,TEST,fup,chute,30%
523805,2024-09-28 18:38:29,TEST,fup,chute,30%
bb0398,2024-09-28 18:38:39,TEST,fup,chute,50%
494006,2024-09-28 18:38:40,TEST,fup,chute,50%
6a0583,2024-09-28 18:44:08,TEST,fup,chute,70%
8acfb8,2024-09-28 18:44:09,TEST,fup,chute,70%
a05ed9,2024-09-28 18:47:36,TEST,fup,chute,70%
7dd416,2024-09-28 18:47:37,TEST,fup,chute,70%
11c324,2024-09-28 18:49:07,TEST,fup,chute,90%
01b43e,2024-09-28 18:49:09,TEST,fup,chute,90%
18efe1,2024-09-28 18:53:41,TEST,fup,chute,90%
0e766e,2024-09-28 18:54:08,TEST,fup,chute,70%
ff99f7,2024-09-28 18:54:09,TEST,fup,chute,80%
d96063,2024-09-28 18:54:22,TEST,fup,chute,80%
5c0541,2024-09-28 18:54:23,TEST,fup,chute,100%
2d2319,2024-09-28 18:54:28,TEST,fup,chute,100%
4b47ef,2024-09-28 18:54:29,TEST,fup,chute,100%
b8a532,2024-09-28 18:54:31,SELF,fup,chute,10
30a80d,2024-09-28 18:55:09,TEST,fup,chute,100%
0e09ed,2024-09-28 18:55:21,TEST,fup,maior,0%
38e4f6,2024-09-28 19:09:04,TEST,fup,maior,20%
3b82d6,2024-09-28 19:09:05,TEST,fup,maior,20%
6ce2e2,2024-09-28 19:10:07,TEST,fup,maior,20%
e9e2f1,2024-09-28 19:11:03,TEST,fup,maior,0%
b033c5,2024-09-28 19:11:04,TEST,fup,maior,0%
177510,2024-09-28 19:15:20,TEST,fup,maior,100%
9e774f,2024-09-28 19:15:24,SELF,fup,maior,10
b2b37d,2024-09-28 19:16:07,DOWN,fup,par,
17e2f8,2024-09-28 19:16:09,DOWN,fup,par,
c25fae,2024-09-28 19:17:20,TEST,fup,par,COMPILATION_ERROR
262a17,2024-09-28 19:17:37,TEST,fup,par,COMPILATION_ERROR
cb8796,2024-09-28 19:17:38,TEST,fup,par,0%
ad1552,2024-09-28 19:17:39,TEST,fup,par,0%
96a5a2,2024-09-28 19:17:49,TEST,fup,par,42%
0b8e2d,2024-09-28 19:17:50,TEST,fup,par,100%
6654e3,2024-09-28 19:17:52,TEST,fup,par,100%
4bed0e,2024-09-28 19:17:57,SELF,fup,par,10
5c6333,2024-09-28 19:50:48,DOWN,fup,divisiveis,
3ab3d8,2024-09-28 19:53:55,TEST,fup,divisiveis,50%
2a0703,2024-09-28 19:53:56,TEST,fup,divisiveis,50%
cbc5e9,2024-09-28 19:54:43,TEST,fup,divisiveis,62%
931218,2024-09-28 19:54:44,TEST,fup,divisiveis,100%
7ceb15,2024-09-28 19:54:47,SELF,fup,divisiveis,10
18ba82,2024-09-28 19:55:09,SELF,fup,taxi,10
f1db91,2024-09-28 19:55:10,SELF,fup,zerinho,10
7143c5,2024-09-28 19:55:25,SELF,fup,taxi,9
937ec9,2024-09-28 19:55:25,SELF,fup,taxi,8
ecc372,2024-09-28 19:55:25,SELF,fup,taxi,7
ada669,2024-09-28 19:55:25,SELF,fup,taxi,6
4acbf6,2024-09-28 19:55:25,SELF,fup,taxi,5
5385b9,2024-09-28 19:55:26,SELF,fup,taxi,4
9cd7c1,2024-09-28 19:55:26,SELF,fup,taxi,3
d294b0,2024-09-28 19:55:26,SELF,fup,taxi,2
91374b,2024-09-28 19:55:26,SELF,fup,taxi,1
0b17da,2024-09-28 19:55:26,SELF,fup,taxi,0
0b50a6,2024-09-28 19:55:27,SELF,fup,zerinho,9
938718,2024-09-28 19:55:28,SELF,fup,zerinho,8
abd3d0,2024-09-28 19:55:28,SELF,fup,zerinho,7
b7d640,2024-09-28 19:55:28,SELF,fup,zerinho,6
bbb1bd,2024-09-28 19:55:28,SELF,fup,zerinho,5
e523f8,2024-09-28 19:55:28,SELF,fup,zerinho,4
310c6d,2024-09-28 19:55:29,SELF,fup,zerinho,3
33a297,2024-09-28 19:55:29,SELF,fup,zerinho,2
ce625b,2024-09-28 19:55:29,SELF,fup,zerinho,1
fcdda6,2024-09-28 19:55:29,SELF,fup,zerinho,0
37c0d1,2024-09-28 19:59:41,DOWN,fup,quebrada,
6ec093,2024-09-28 19:59:42,TEST,fup,quebrada,0%
294be6,2024-09-28 20:14:13,TEST,fup,taxi,75%
8b4592,2024-09-28 20:21:43,TEST,fup,taxi,90%
2f3b20,2024-09-28 20:21:45,TEST,fup,taxi,90%
7804cf,2024-09-28 20:23:34,TEST,fup,taxi,90%
d097db,2024-09-28 20:23:43,TEST,fup,taxi,90%
1cff44,2024-09-28 20:24:12,TEST,fup,taxi,90%
8d42d9,2024-09-28 20:24:59,TEST,fup,taxi,45%
616f1d,2024-09-28 20:25:09,TEST,fup,taxi,90%
62790d,2024-09-28 20:25:11,TEST,fup,taxi,90%
e71706,2024-09-28 20:25:49,TEST,fup,taxi,25%
61e963,2024-09-28 20:25:50,TEST,fup,taxi,25%
533a32,2024-09-28 20:26:21,TEST,fup,taxi,25%
459502,2024-09-28 20:26:36,TEST,fup,taxi,75%
d7f13a,2024-09-28 20:26:40,TEST,fup,taxi,75%
4d488f,2024-09-28 20:27:53,TEST,fup,taxi,75%
6ce492,2024-09-30 17:13:46,OPEN,fup,,
9b14ba,2024-09-30 17:19:16,TEST,fup,cartas,0%
dc572c,2024-09-30 17:30:40,TEST,fup,cartas,0%
589fa3,2024-09-30 17:31:14,TEST,fup,cartas,0%
52b8ec,2024-09-30 17:31:15,TEST,fup,cartas,0%
d657d6,2024-09-30 17:32:17,TEST,fup,cartas,0%
2ab449,2024-09-30 17:32:20,TEST,fup,cartas,20%
3e2773,2024-09-30 17:34:48,TEST,fup,cartas,100%
f98877,2024-09-30 17:36:36,TEST,fup,cartas,100%
9eb6ba,2024-09-30 17:40:15,TEST,fup,cartas,100%
ffda34,2024-09-30 17:40:49,SELF,fup,cartas,9
c020fe,2024-09-30 17:41:46,DOWN,fup,fila,
7e044d,2024-09-30 17:53:11,TEST,fup,fila,10%
6cafdf,2024-09-30 17:53:13,TEST,fup,fila,10%
30ada2,2024-09-30 17:55:43,TEST,fup,fila,0%
9e03f5,2024-09-30 17:56:01,TEST,fup,fila,0%
91228b,2024-09-30 17:56:02,TEST,fup,fila,0%
112531,2024-09-30 17:57:02,TEST,fup,fila,60%
c1edb6,2024-09-30 17:57:02,TEST,fup,fila,60%
35396a,2024-09-30 17:58:21,TEST,fup,fila,60%
a2e3f4,2024-09-30 17:58:22,TEST,fup,fila,60%
b35432,2024-09-30 17:58:24,TEST,fup,fila,60%
c67164,2024-09-30 18:00:29,TEST,fup,fila,70%
efd57f,2024-09-30 18:00:30,TEST,fup,fila,70%
79d2fd,2024-09-30 18:00:50,TEST,fup,fila,70%
4ceaab,2024-09-30 18:01:33,TEST,fup,fila,100%
898eb4,2024-09-30 18:02:44,SELF,fup,fila,8
be33fa,2024-09-30 18:03:48,SELF,fup,cartas,10
36e1cd,2024-09-30 18:03:49,SELF,fup,fila,10
4cb2d8,2024-09-30 18:04:08,SELF,fup,cartas,9
87d023,2024-09-30 18:04:09,SELF,fup,fila,9
2e819a,2024-09-30 18:04:10,SELF,fup,fila,8
ff7e0e,2024-09-30 18:20:13,TEST,fup,pedra,0%
d99834,2024-09-30 18:20:34,TEST,fup,pedra,0%
172d03,2024-09-30 18:20:41,TEST,fup,pedra,0%
b04e1b,2024-09-30 18:20:42,TEST,fup,pedra,0%
c23a49,2024-09-30 18:20:43,TEST,fup,pedra,0%
968333,2024-09-30 18:21:10,TEST,fup,pedra,0%
43fcd9,2024-09-30 18:41:43,TEST,fup,pedra,75%
dce3bc,2024-09-30 18:41:44,TEST,fup,pedra,75%
b65e4f,2024-09-30 18:44:29,TEST,fup,pedra,75%
c2e824,2024-09-30 18:44:30,TEST,fup,pedra,75%
8ad12e,2024-09-30 18:44:51,TEST,fup,pedra,100%
d0a215,2024-09-30 18:46:04,SELF,fup,pedra,6
0df43a,2024-09-30 18:46:05,SELF,fup,pedra,7
5d4226,2024-09-30 18:49:23,SELF,fup,cartas,10
e7d512,2024-09-30 18:49:24,SELF,fup,fila,10
91dc26,2024-09-30 18:49:24,SELF,fup,pedra,10
4697d6,2024-09-30 18:49:49,SELF,fup,cartas,9
96eaf9,2024-09-30 18:49:50,SELF,fup,fila,8
3acaad,2024-09-30 18:49:50,SELF,fup,pedra,7
d10625,2024-09-30 18:53:10,DOWN,fup,troco,
22e52e,2024-09-30 18:53:11,DOWN,fup,parkour,
be2232,2024-09-30 18:53:12,DOWN,fup,medico,
9b6548,2024-09-30 19:21:16,TEST,fup,fila,0%
335896,2024-09-30 19:21:17,TEST,fup,fila,0%
bab10f,2024-09-30 19:23:34,TEST,fup,fila,10%
c8bb7c,2024-09-30 19:23:34,TEST,fup,fila,10%
8a24c9,2024-09-30 19:23:35,TEST,fup,fila,10%
17b0d4,2024-09-30 19:23:36,TEST,fup,fila,10%
38e0e4,2024-09-30 19:24:07,TEST,fup,fila,20%
ebd25c,2024-09-30 19:24:08,TEST,fup,fila,100%
7becce,2024-09-30 19:24:10,TEST,fup,fila,100%
8e4725,2024-09-30 19:24:13,SELF,fup,fila,10
bb83bd,2024-09-30 19:24:37,TEST,fup,fila,100%
d2ede9,2024-09-30 19:48:53,TEST,fup,cartas,0%
4b55bc,2024-09-30 19:48:54,TEST,fup,cartas,0%
617e8a,2024-09-30 19:49:04,TEST,fup,cartas,0%
1cb544,2024-09-30 19:49:05,TEST,fup,cartas,0%
22c7bf,2024-09-30 19:49:22,TEST,fup,cartas,100%
46a43b,2024-09-30 19:50:55,SELF,fup,cartas,10
fe0779,2024-09-30 19:50:57,SELF,fup,cartas,9
1699e5,2024-09-30 20:10:15,TEST,fup,cartas,0%
722e8c,2024-09-30 20:10:15,TEST,fup,cartas,0%
6b1754,2024-09-30 20:10:16,TEST,fup,cartas,0%
c91e0f,2024-09-30 20:10:18,TEST,fup,cartas,0%
ee48f6,2024-09-30 20:10:25,TEST,fup,cartas,0%
0a7464,2024-09-30 20:10:26,TEST,fup,cartas,0%
705206,2024-09-30 20:10:48,TEST,fup,cartas,0%
9427f6,2024-09-30 20:10:49,TEST,fup,cartas,100%
aba701,2024-09-30 20:11:05,SELF,fup,cartas,10
e5886f,2024-09-30 20:11:19,SELF,fup,pedra,8
5de53d,2024-09-30 20:12:30,SELF,fup,troco,8
faf9c2,2024-09-30 20:12:32,SELF,fup,parkour,8
227795,2024-09-30 20:12:32,SELF,fup,medico,8
e06849,2024-09-30 20:12:50,SELF,fup,pedra,10
003425,2024-09-30 20:12:51,SELF,fup,troco,10
3aeaae,2024-09-30 20:12:52,SELF,fup,parkour,10
2ba728,2024-09-30 20:12:52,SELF,fup,medico,10
44fc51,2024-09-30 20:13:07,SELF,fup,pedra,8
f395e7,2024-09-30 20:13:10,SELF,fup,troco,9
006766,2024-09-30 20:13:11,SELF,fup,troco,8
8211af,2024-09-30 20:13:11,SELF,fup,troco,7
5cb79c,2024-09-30 20:13:11,SELF,fup,troco,6
989203,2024-09-30 20:13:11,SELF,fup,troco,5
d3ab1a,2024-09-30 20:13:11,SELF,fup,troco,4
6223da,2024-09-30 20:13:12,SELF,fup,troco,3
297396,2024-09-30 20:13:12,SELF,fup,troco,2
d209e8,2024-09-30 20:13:12,SELF,fup,troco,1
2aeae6,2024-09-30 20:13:12,SELF,fup,troco,0
4a62f9,2024-09-30 20:13:14,SELF,fup,medico,9
e722c2,2024-09-30 20:13:14,SELF,fup,medico,8
0bd568,2024-09-30 20:13:14,SELF,fup,medico,7
e957d4,2024-09-30 20:13:14,SELF,fup,medico,6
77af4b,2024-09-30 20:13:15,SELF,fup,medico,5
e49285,2024-09-30 20:13:15,SELF,fup,medico,4
6fabaa,2024-09-30 20:13:15,SELF,fup,medico,3
0f316e,2024-09-30 20:13:15,SELF,fup,medico,2
62e306,2024-09-30 20:13:15,SELF,fup,medico,1
9b8c12,2024-09-30 20:13:15,SELF,fup,medico,0
0166d8,2024-09-30 20:13:16,SELF,fup,parkour,9
6030a8,2024-09-30 20:13:16,SELF,fup,parkour,8
3f33b8,2024-09-30 20:13:17,SELF,fup,parkour,7
9b7670,2024-09-30 20:13:17,SELF,fup,parkour,6
a2b051,2024-09-30 20:13:17,SELF,fup,parkour,5
4e1b7a,2024-09-30 20:13:17,SELF,fup,parkour,4
054e34,2024-09-30 20:13:17,SELF,fup,parkour,3
a34dd2,2024-09-30 20:13:17,SELF,fup,parkour,2
f5e161,2024-09-30 20:13:17,SELF,fup,parkour,1
2eaa65,2024-09-30 20:13:18,SELF,fup,parkour,0
